PlayerId,FirstName,LastName,CommonName,MatchName,Position,Gender,BirthDate,BirthCountry,Nationality,Updated
100000966,Takahito,Suzuki,Takahito Suzuki,atyamomo,Top,Male,,Japan,Japan,2021-01-06T14:10:16
100000967,Ming,Kai,Kai Ming,Clearlove,Jungle,Male,1993-07-25T00:00:00,China PR,China PR,2021-03-29T08:06:33
100000968,Lee,Ye-chan,Lee Ye-chan,Scout,Mid,Male,,Korea Republic,Korea Republic,2021-06-15T08:07:25
100000969,Tian,Ye,Ye Tian,meiko,Support,Male,,China PR,China PR,2021-06-15T08:07:35
100000970,Xianzhao,Hu,Hu Xianzhao,iBoy,ADC,Male,2000-07-12T00:00:00,China PR,China PR,2021-03-29T08:07:06
100000971,Jeon,Ji-won,Jeon Ji-won,Rey,Top,Male,1998-03-15T00:00:00,Korea Republic,Korea Republic,2021-04-04T12:51:29
100000972,Wen-Lin,Chen,Chen Wen-Lin,Haro,Jungle,Male,1998-07-21T00:00:00,China PR,China PR,2021-03-28T08:00:39
100000973,Wang,Liuyi,Liuyi Wang,Megan,Support,Male,,China PR,China PR,2020-06-07T16:58:05
100000974,Lee,Ho-Seong,Lee Ho-Seong,Duke,Top,Male,1994-12-19T00:00:00,Korea Republic,Korea Republic,2021-03-28T08:00:43
100000975,Ge,Yan,Yan Ge,Kid,Jungle,Male,1997-08-23T00:00:00,China PR,China PR,2020-08-19T01:03:32
100000976,Song,Eui-jin,Song Eui-jin,RooKie,Mid,Male,1997-03-11T00:00:00,Korea Republic,Korea Republic,2021-03-28T08:00:48
100000977,Yu,Wen-Bo,Wen-Bo Yu,JackeyLove,ADC,Male,,China PR,China PR,2021-03-28T08:10:39
100000978,Feng,Lei,Lei Feng,Marge,Support,Male,,China PR,China PR,2020-04-27T06:58:50
100000979,Kang,Seung-Iok,Kang Seung-Iok,TheShy,Top,Male,1999-11-11T00:00:00,Korea Republic,Korea Republic,2021-06-15T08:07:39
100000980,Zhen-Ning,Gao,Gao Zhen-Ning,Ning,Jungle,Male,1998-03-12T00:00:00,China PR,China PR,2021-06-15T08:07:44
100000981,Liu-Yi,Wang,Wang Liu-Yiu,Baolan,Support,Male,1999-07-16T00:00:00,China PR,China PR,2021-03-28T08:00:54
100000982,Sung,Yeon-jun,Sung Yeon-jun,Flawless,Jungle,Male,1998-07-26T00:00:00,Korea Republic,Korea Republic,2021-06-23T00:11:29
100000983,Chen,Yu-Hao,Yu-Hao Chen,Mouse,Top,Male,,China PR,China PR,2021-03-28T08:00:59
100000984,Kim,Tae-sang,Kim Tae-saeng,Doinb,Mid,Male,,Korea Republic,Korea Republic,2021-06-15T08:07:49
100000985,Jin,Han,Han Jin,S1mLz,ADC,Male,1997-09-24T00:00:00,China PR,China PR,2021-06-15T08:07:54
100000986,Dan-Yang,Liu,Liu Dan-Yang,Killua,Support,Male,,China PR,China PR,2021-05-11T18:11:12
100000987,José,Pombo Ribeiro,José Pombo,Relic,Top,Male,1994-11-10T00:00:00,Venezuela,Venezuela,2020-04-27T06:59:14
100000988,Diego,Vallejo Trujillo,Diego Vallejo,SolidSnake,Jungle,Male,1998-08-10T00:00:00,Peru,Peru,2021-04-27T09:11:27
100000989,Sergio,Silva,Sergio Silva,Cotopaco,Mid,Male,1998-12-18T00:00:00,Colombia,Colombia,2020-04-27T06:34:18
100000990,Alejandro,Serrano,Alejandro Serrano,Baula,Support,Male,1997-03-28T00:00:00,Costa Rica,Costa Rica,2020-04-27T06:34:22
100000991,Eric,Ávila,Eric Ávila,Yurén,ADC,Male,,Mexico,Mexico,2020-04-27T06:34:26
100000992,Diego,Arce Chang,Diego Arce,Arce,Support,Male,,Peru,Peru,2020-04-27T06:34:30
100000993,Renato,Gallegos Muñoz,Renato Gallegos,Renyu,ADC,Male,1999-12-21T00:00:00,Peru,Peru,2020-04-27T06:34:34
100000994,Omar,Gavotto,Omar Gavotto,ottovaG,ADC,Male,,Mexico,Mexico,2020-04-27T06:59:39
100000995,Phùng,Thiện Nhân,Phùng Thiện Nhân,Nevan,Top,Male,1997-07-11T00:00:00,Vietnam,Vietnam,2020-04-27T06:59:43
100000996,Đặng,Ngọc Tài,Đặng Ngọc Tài,BigKoro,ADC,Male,1999-07-05T00:00:00,Vietnam,Vietnam,2021-03-29T08:07:16
100000997,Nguyễn,Hải Trung,Nguyễn Hải Trung,Palette,Support,Male,1999-11-06T00:00:00,Vietnam,Vietnam,2021-03-27T00:02:45
100000998,Bùi,Hoàng Sơn Vương,Bùi Hoàng Sơn Vương,Xuhao,Jungle,Male,1999-12-29T00:00:00,Vietnam,Vietnam,2021-03-27T00:02:40
100000999,Hoàng,Tiến Nhật,Hoàng Tiến Nhật,Meliodas,Jungle,Male,,Vietnam,Vietnam,2021-03-27T00:11:54
100001000,Phạm,Minh Lộc,Phạm Minh Lộc,Zeros,Top,Male,2000-10-06T00:00:00,Vietnam,Vietnam,2021-03-27T02:07:27
100001001,Võ,Thành Luân,Võ Thành Luân,Naul,Mid,Male,,Vietnam,Vietnam,2021-03-26T10:04:52
100001002,Mateusz,Szkudlarek,Mateusz Szkudlarek,Kikis,Jungle,Male,1996-03-16T00:00:00,Poland,Poland,2020-08-19T09:28:25
100001418,Célio,Oliveira,Célio Oliveira,Thurizao,Mid,Male,,Brazil,Brazil,2021-01-06T12:03:12
100001419,David,Chaves,David Chaves,Disave,ADC,Male,,Brazil,Brazil,2021-06-22T10:11:19
100001439,Chong Fai,Sit,Sit Chong Fai,Chase,Mid,Male,,Macao,Macao,2021-06-22T10:11:44
100001440,Hagwon,Jang,Jang Hagwon,Nuguri,Top,Male,1999-07-17T00:00:00,Korea Republic,Korea Republic,2021-03-29T10:04:51
100001441,Son,Min-hyeok,Son Min-hyeok,Punch,Jungle,Male,1998-05-12T00:00:00,Korea Republic,Korea Republic,2021-03-29T10:05:54
100001442,Su,Heo,Heo Su,ShowMaker,Mid,Male,2000-07-22T00:00:00,Korea Republic,Korea Republic,2021-06-15T10:11:25
100001443,Sin,Neong-hyeon,Sin Jeong-hyeon,Nuclear,ADC,Male,1997-05-19T00:00:00,Korea Republic,Korea Republic,2021-06-10T07:59:08
100001444,Hoseong,Ryu,Ryu Hoseong,Hoit,Support,Male,1999-07-06T00:00:00,Korea Republic,Korea Republic,2021-03-29T10:04:46
100001445,Kim,Jun-seo,Kim Jun-seo,Crush,Jungle,Male,,Korea Republic,Korea Republic,2020-12-30T00:10:31
100001446,Jang-gyeom,Kim,Kim Jang-gyeom,OnFleek,Jungle,Male,1997-12-20T00:00:00,Korea Republic,Korea Republic,2021-06-22T10:10:18
100001447,Jae-yeon,Kim,Kim Jae-yeon,Dove,Mid,Male,1998-07-25T00:00:00,Korea Republic,Korea Republic,2021-03-29T10:06:21
100001448,Yong-jin,Shin,Shin Yong-jin,Hollow,ADC,Male,1998-06-23T00:00:00,Korea Republic,Korea Republic,2021-05-12T08:11:05
100001449,Jae-eup,Cho,Cho Jae-eup,joker,Support,Male,1991-12-11T00:00:00,Korea Republic,Korea Republic,2021-03-26T20:00:38
100001450,Yin-Shun,Chuang,Chuang Yin-Shun,CaiPi,Jungle,Male,,Chinese Taipei,Chinese Taipei,2021-06-22T10:10:23
100001451,Kwok Man,Ng,Ng Kwok Man,SkuLL,Support,Male,,Hong Kong,Hong Kong,2021-06-22T10:10:28
100001452,Yu-Hao,Tsao,Tsao Yu-Hao,DDC,ADC,Male,1998-04-29T00:00:00,Chinese Taipei,Chinese Taipei,2021-06-22T10:10:45
100001453,Chung-Chieh,Li,Li Chung-Chieh,Gengar,Jungle,Male,1997-06-26T00:00:00,Chinese Taipei,Chinese Taipei,2021-06-22T10:10:50
100001454,Tsu-Chia,Chang,Chang Tsu-Chia,leaky,Top,Male,2000-02-12T00:00:00,Chinese Taipei,Chinese Taipei,2021-06-22T10:10:55
100001455,Yang,Liu,Liu Yang,JGY,Jungle,Male,,China PR,China PR,2021-06-22T10:11:00
100001456,Bai-Yong,Gong,Gong Bai-Yong,Xiaobo,Mid,Male,,China PR,China PR,2021-06-22T10:11:09
100001457,Jian-Cheng,Cai,Cai Jian-Cheng,Do1u1u,Support,Male,,Chinese Taipei,Chinese Taipei,2021-06-22T10:11:14
100001458,Pablo,Yuri,Pablo Yuri,pbo,ADC,Male,,Brazil,Brazil,2021-06-07T23:03:52
100001459,Yan,Petermann,Yan Petermann,Yampi,Top,Male,1998-01-07T00:00:00,Brazil,Brazil,2021-06-22T12:10:00
100001460,Benjamin,de Barbi,Benjamin de Barbi,Hy0g4,Jungle,Male,,Brazil,Brazil,2021-06-11T12:06:25
100001461,Vinícius,Hideki,Vinícius Hideki,bydeki,ADC,Male,,Brazil,Brazil,2021-06-07T23:03:52
100001462,Francisco,Duclou Rito,Francisco Duclou,Duclou,Top,Male,1998-09-23T00:00:00,Brazil,Brazil,2021-01-06T14:01:55
100001463,Eduardo,Nunes,Eduardo Nunes,Aslan,Mid,Male,,Brazil,Brazil,2021-03-28T08:00:21
100001464,Gabriel,Gomes de Araujo,Gabriel Gomes,Hawk,Support,Male,2000-01-26T00:00:00,Brazil,Brazil,2021-06-07T23:03:53
100001465,Luis Felipe,Carvalho,Luis Felipe Carvalho,Absolut,ADC,Male,,Brazil,Brazil,2021-06-07T23:03:53
100001466,Arthur,Figueira,Arthur Figueira,Tchubs,Top,Male,,Brazil,Brazil,2020-08-19T01:13:22
100001467,Luan,Almeida,Luan Almeida,sNk,ADC,Male,,Brazil,Brazil,2020-08-19T01:13:39
100001468,Daniel,Marcon,Daniel Marcon,Daniels,Support,Male,,Brazil,Brazil,2020-04-27T06:42:20
100001469,Diogo,Rogê,Diogo Rogê,Shini,Jungle,Male,1996-07-14T00:00:00,Brazil,Brazil,2021-06-07T23:03:53
100001470,Bruno,Farias,Bruno Farias,Envy,Mid,Male,1998-08-12T00:00:00,Brazil,Brazil,2021-06-28T08:11:55
100001471,Pedro,Vilarinho,Pedro Vilarinho,Ziriguidun,Support,Male,,Brazil,Brazil,2021-06-07T23:03:53
100001472,Rodrigo,Panisa,Rodrigo Panisa,Tay,Top,Male,,Brazil,Brazil,2021-06-22T10:09:21
100001473,Guilherme,Uessler Conti,Guilherme Uessler Conti,Mills,ADC,Male,1996-03-28T00:00:00,Brazil,Brazil,2021-06-11T14:10:46
100001474,Ygor,Freitas,Ygor Freitas,RedBert,Support,Male,,Brazil,Brazil,2021-06-11T12:07:54
100001475,Antonio Maynah,Costa de Araújo,Antonio Maynah Costa de Araújo,Maynah,Support,Male,1997-09-13T00:00:00,Brazil,Brazil,2021-03-27T08:10:56
100001476,Pedro,Quintavalle,Pedro Quintavalle,Lynx,Top,Male,1996-02-22T00:00:00,Brazil,Brazil,2021-03-27T00:04:27
100001477,Diego Aljenadro,de Alencar Jara,Diego Alejandro de Alencar,Sephis,Jungle,Male,1997-11-19T00:00:00,Brazil,Brazil,2021-06-07T23:03:53
100001478,Leonardo,Cassuci,Leonardo Cassuci,Lynkotiko,Mid,Male,,Brazil,Brazil,2020-08-19T01:14:25
100001479,Lucas,Felipe Rentechen,Lucas Felipe Rentechen,LUSKKA,ADC,Male,,Brazil,Brazil,2021-06-22T10:10:04
100001480,Willyan,Bonpam,Willyan Bonpam,Wos,Support,Male,,Brazil,Brazil,2021-06-22T12:09:51
100001481,Luiz Gustavo,Lima,Luiz Gustavo Lima,lima,Jungle,Male,,Brazil,Brazil,2020-08-18T23:44:20
100001482,Francisco Natanael,Braz do Espirito Santo Miranda,Francisco Natan Braz,fNb,Top,Male,2000-02-03T00:00:00,Brazil,Brazil,2021-06-22T12:09:55
100001483,Humberto,Peixoto,Humberto Peixoto,Garo,,Male,,Brazil,Brazil,2021-03-27T08:11:02
100001484,Pedro,Luiz Marcari,Pedro Luiz Marcari,LEP,Top,Male,,Brazil,Brazil,2021-01-12T18:07:40
100001485,Gustavo,Rossi,Gustavo Rossi,Sacy,ADC,Male,,Brazil,Brazil,2021-01-12T16:11:43
100001486,Victor,Oliveira,Victor Oliveira,Cabu,Support,Male,1998-03-19T00:00:00,Brazil,Brazil,2021-06-07T23:03:53
100001487,Caio,Almeida,Caio Almeida,Loop,Support,Male,,Brazil,Brazil,2021-01-12T16:11:54
100001488,Gabriel,Henud Cresci,Gabriel Henud Cresci,Revolta,Jungle,Male,1995-12-27T00:00:00,Brazil,Brazil,2021-06-07T23:03:53
100001489,Adrian,Perassoli,Adriano Perassoli,Avenger,Mid,Male,,Brazil,Brazil,2021-05-16T20:06:02
100001490,Felipe,Noronh,Felipe Noronh,YoDa,Mid,Male,,Brazil,Brazil,2021-01-12T18:08:02
100001491,Guilherem,Ruiz,Guilherem Ruiz,Guigo,Top,Male,,Brazil,Brazil,2021-05-16T20:06:12
100001492,Gabriel,Lemos,Gabriel Lemos,Aegis,Jungle,Male,,Brazil,Brazil,2021-05-16T20:06:17
100001493,Gabriel,Claumann,Gabriel Claumann,tockers,Mid,Male,,Brazil,Brazil,2020-08-19T01:15:14
100001494,Felipe,Kanecadan,Felipe Kanecadan,Kaneca,Mid,Male,,Brazil,Brazil,2020-08-19T01:15:25
100001495,Felipe,Zhao,Felipe Zhao,Yang,Top,Male,1996-04-14T00:00:00,Brazil,Brazil,2021-06-22T12:10:05
100001496,Micael,Rodrigues,Micael Rodrigues,micaO,ADC,Male,1996-09-05T00:00:00,Brazil,Brazil,2021-03-27T08:11:19
100001497,Luan,Cardoso,Luan Cardoso,Jockster,Support,Male,1996-02-18T00:00:00,Brazil,Brazil,2021-06-07T23:03:53
100001498,Matheus,Leirião,Matheus Leirião,Professor,Support,Male,1996-02-10T00:00:00,Brazil,Brazil,2021-06-07T23:03:53
100001499,Jonas Cardoso,Vriesman,Jonas Vriesman,Caos,Jungle,Male,1996-11-12T00:00:00,Brazil,Brazil,2021-03-27T08:11:31
100001500,Felipe,Gonçalves,Felipe Gonçalves,brTT,ADC,Male,1991-02-19T00:00:00,Brazil,Brazil,2021-03-27T08:11:37
100001501,Lee,Byeong-hoon,Lee Byeong-hoon,Shrimp,Jungle,Male,,Korea Republic,Korea Republic,2021-01-06T14:03:28
100001502,Bruno,Miyaguchi,Bruno Miyaguchi,Goku,Mid,Male,1996-08-23T00:00:00,Brazil,Brazil,2021-03-29T08:07:35
100001503,Leonardo,Souza,Leonardo Souza,Robo,Top,Male,1998-04-22T00:00:00,Brazil,Brazil,2021-03-28T07:59:33
100001504,Han,Changhoon,Han Changhoon,Luci,Support,Male,,Korea Republic,Korea Republic,2021-06-15T10:11:56
100001505,Gabriel,Nishimura,Gabriel Nishimura,Juzo,ADC,Male,,Brazil,Brazil,2021-03-28T07:59:18
100001506,Seong,Sanghyeon,Seong Sanghyeon,Reven,ADC,Male,,Korea Republic,Korea Republic,2021-06-22T10:10:13
100001507,Bruno,Faria,Bruno Faria,Glowcore,Top,Male,,Brazil,Brazil,2021-03-27T08:11:48
100001508,Gabriel,Dias,Gabriel Dias,Days4Fun,Jungle,Male,,Brazil,Brazil,2021-01-05T22:02:03
100001509,Renan Augusto,Silva,Renan Augusto Silva,Nyu,Top,Male,1994-05-10T00:00:00,Brazil,Brazil,2021-03-27T00:04:42
100001510,João Vitor,Morais,João Vitor Morais,Zuao,Jungle,Male,1997-12-01T00:00:00,Brazil,Brazil,2021-03-29T07:59:19
100001511,Marcos Henrique,Ferraz,Marcos Henrique Ferraz,Krastyel,Mid,Male,1999-03-17T00:00:00,Brazil,Brazil,2021-06-22T12:10:10
100001512,Igor,Lima Homem,Igor Lima Homem,DudsTheBoy,ADC,Male,1996-03-30T00:00:00,Brazil,Brazil,2021-06-22T10:09:11
100001513,Denilson Oliveira,Gonçalves,Denilson Oliveira Gonçalves,Céos,Support,Male,1998-08-08T00:00:00,Brazil,Brazil,2021-06-22T10:09:06
100001514,Alan,Rivabene,Alan Rivabene,Riva,Mid,Male,1998-08-29T00:00:00,Brazil,Brazil,2021-01-06T14:03:56
100001515,Daniel,Mussoi,Daniel Mussoi,danz0r,ADC,Male,1996-05-29T00:00:00,Brazil,Brazil,2021-01-06T11:59:43
100001516,Alexandre,de Carli,Alexandre de Carli,Codpiece,Support,Male,,Brazil,Brazil,2021-01-06T12:01:47
100001517,Mateus,Cayres,Mateus Cayres,Fitz,Top,Male,,Brazil,Brazil,2021-03-28T08:00:16
100001518,Ruan,Silva,Ruan Silva,Anyyy,Jungle,Male,,Brazil,Brazil,2021-06-15T10:11:15
100001519,Yan,Sales Neves,Yan Sales Neves,Damage,Support,Male,1997-06-20T00:00:00,Brazil,Brazil,2021-06-07T23:03:53
100001520,Miguel,Rezek,Miguel Rezek,ST3PZ,ADC,Male,,Brazil,Brazil,2021-06-07T23:03:53
100001521,Luan,Leal,Luan Leal,Luan Leal,Support,Male,,Brazil,Brazil,2021-01-06T14:09:02
100001522,António,Ramalho,António Ramalho,LeChase,Jungle,Male,,Portugal,Portugal,2021-04-14T10:10:37
100001523,João,Parada,João Parada,Alternative,ADC,Male,,Portugal,Portugal,2021-06-11T08:00:52
100001525,Emerson,Alencar,Emerson Alencar,BocaJR,Support,Male,1997-10-26T00:00:00,Brazil,Brazil,2021-06-07T23:03:53
100001526,Bruno Augusto,Felberge Ferreira,Bruno Ferreira,Hauz,Mid,Male,2001-04-29T00:00:00,Brazil,Brazil,2021-06-07T23:03:53
100001527,Leonardo,Camícia,Leonardo Camícia,Leozuxo,Jungle,Male,1995-04-14T00:00:00,Brazil,Brazil,2020-08-19T01:12:23
100001528,Augusto,Clauss,Augusto Clauss,Klaus,ADC,Male,1996-11-03T00:00:00,Brazil,Brazil,2021-06-28T08:11:31
100001529,Lucas,Espíndola,Lucas Espíndola,Froststrike,Jungle,Male,,Chile,Chile,2021-06-07T23:03:53
100001530,Jairo,Urbina Orozco,Jairo Urbina Orozco,Zelt,Top,Male,2000-04-20T00:00:00,Colombia,Colombia,2020-04-27T05:40:01
100001531,Facundo,Cuello,Facundo Cuello,Shadow,Support,Male,1999-10-07T00:00:00,Argentina,Argentina,2021-06-11T12:07:23
100001532,Emmanuel,Juárez,Emmanuel Juárez,Acce,Top,Male,1995-10-06T00:00:00,Argentina,Argentina,2021-06-15T08:10:25
100001533,Jesús,Loya,Jesús Loya,Grell,Jungle,Male,,Mexico,Mexico,2021-05-11T18:09:15
100001534,Francisco Rubén,Jara Barragán,Francisco Jara,Leza,Mid,Male,,Mexico,Mexico,2021-06-15T08:10:21
100001535,Nicolás,Ale,Nicolás Ale,Nobody,Mid,Male,2000-01-23T00:00:00,Argentina,Argentina,2020-04-27T05:40:17
100001536,Alvin,Alvarez,Alvin Alvarez,Limitationss,ADC,Male,,Mexico,Mexico,2020-04-27T06:40:59
100001537,Mario,Reyes,Mario Reyes,MarioMe,Support,Male,1993-10-21T00:00:00,Mexico,Mexico,2021-06-15T08:09:49
100001538,Stephanie,Huartamendía,Stephanie Huartamendía,Careta,Support,Female,1998-05-21T00:00:00,Uruguay,Uruguay,2020-04-27T06:41:07
100001539,Hao-Yan,Li,Li Hao-Yan,Mole,ADC,Male,,China PR,China PR,2021-06-09T12:59:17
100001540,Steven,Cordero,Steven Cordero,Choisix,Support,Male,1996-04-17T00:00:00,Costa Rica,Costa Rica,2020-04-27T05:40:25
100001542,Sang-wook,Lee,Lee Sang-wook,TaNa,Top,Male,1999-12-11T00:00:00,Korea Republic,Korea Republic,2020-12-29T20:08:39
100001543,Kim,Geun-seung,Kim Geun-seung,Malrang,Jungle,Male,,Korea Republic,Korea Republic,2021-05-02T15:01:45
100001544,Chan-hee,Kim,Kim Chan-hee,Seize,Jungle,Male,2000-12-07T00:00:00,Korea Republic,Korea Republic,2020-12-29T20:08:44
100001545,Geom-su,Moon,Moon Geom-su,Route,ADC,Male,1999-01-05T00:00:00,Korea Republic,Korea Republic,2021-03-29T14:11:33
100001546,Hyeong-gyu,Kim,Kim Hyeong-gyu,Kellin,Support,Male,2001-02-01T00:00:00,Korea Republic,Korea Republic,2021-03-29T10:05:45
100001549,Geon-bu,Kim,Kim Geon-bu,Canyon,Jungle,Male,2001-06-18T00:00:00,Korea Republic,Korea Republic,2021-06-28T08:11:22
100001550,Tae-gwon,Jeon,Jeon Tae-gwon,Zenit,ADC,Male,2000-05-08T00:00:00,Korea Republic,Korea Republic,2021-05-12T22:08:51
100001551,Yoo,Nae-hyun,Yoo Nae-hyun,NaeHyun,Mid,Male,1996-02-07T00:00:00,Korea Republic,Korea Republic,2021-05-12T22:09:27
100001552,Kim,Dong-woo,Kim Dong-woo,River,Jungle,Male,,Korea Republic,Korea Republic,2021-06-15T10:10:36
100001553,Chih-Chun,Chiu,Chiu Chih-Chun,Bruce,ADC,Male,,Chinese Taipei,Chinese Taipei,2021-06-15T10:10:07
100001554,Yi-Shen,Yin,Yin Yi-Shen,Eason,Support,Male,1987-08-19T00:00:00,Chinese Taipei,Chinese Taipei,2021-06-11T10:10:53
100001555,Byung-yoon,Kim,Kim Byung-yoon,Yoon,Support,Male,1996-07-04T00:00:00,Korea Republic,Korea Republic,2021-06-11T10:10:57
100001556,Sang-hyeon,Jeong,Jeong Sang-hyeon,Kabbie,Support,Male,2001-12-17T00:00:00,Korea Republic,Korea Republic,2021-03-29T10:06:03
100001557,Park,Kwon-hyuk,Park Kwon-hyuk,Thal,Top,Male,1998-11-13T00:00:00,Korea Republic,Korea Republic,2021-06-11T10:11:02
100001560,Jin-hyeok,Lee,Lee Jin-hyeok,Dread,Jungle,Male,,Korea Republic,Korea Republic,2021-06-15T10:08:36
100001561,Jeong-jae,Lee,Lee Jeong-jae,Proud,Support,Male,1998-10-26T00:00:00,Korea Republic,Korea Republic,2021-06-11T10:09:05
100001562,Tim,Lipovšek,Tim Lipovšek,Nemesis,Mid,Male,1999-07-26T00:00:00,Slovenia,Slovenia,2021-06-11T12:11:45
100001563,Simon,Hofverberg,Simon Hofverberg,Thebausffs,Top,Male,,Sweden,Sweden,2021-03-26T10:03:23
100001564,Kristoffer Albao,Lund Pedersen,Kristoffer Pedersen,P1noy,ADC,Male,1996-05-16T00:00:00,Denmark,Denmark,2021-03-29T07:59:05
100001565,Marek,Brázda,Marek Brázda,Humanoid,Mid,Male,2000-03-14T00:00:00,Czech Republic,Czech Republic,2021-06-11T10:09:49
100001566,Felix,Braun,Felix Braun,Abbedagge,Mid,Male,1999-09-10T00:00:00,Germany,Germany,2021-05-02T15:01:45
100001567,Ka Chun,Wong,Wong Ka Chun,MnM,ADC,Male,,Hong Kong,Hong Kong,2021-06-11T10:09:53
100001568,Yang,Gwang-yu,Yang Gwang-yu,Gaeng,Support,Male,1994-07-29T00:00:00,Korea Republic,Korea Republic,2021-05-12T22:09:12
100001569,Osamu,Ozawa,Osamu Ozawa,Ramune,Mid,Male,1997-11-26T00:00:00,Japan,Japan,2021-03-29T08:07:55
100001570,Lee,Do-yeol,Lee Do-yeol,Hollis,,Male,1998-02-14T00:00:00,Korea Republic,Korea Republic,2020-08-19T01:08:20
100001571,Yasuhiro,Konaka,Yasuhiro Konaka,scottlyk,ADC,Male,1996-03-14T00:00:00,Japan,Japan,2021-01-05T21:59:42
100001572,Sang-min,Lee,Lee Sang-min,Sesami,Support,Male,,Korea Republic,Korea Republic,2020-08-18T23:41:06
100001573,Naoya,Kimura,Naoya Arumik,Arumik,Top,Male,,Japan,Japan,2021-06-11T08:06:33
100001574,Deok-beom,Kim,Kim Deok-beom,Dasher,Mid,Male,,Korea Republic,Korea Republic,2021-06-11T10:10:10
100001575,Shirou,Sasaki,Shirou Sasaki,Paz,Jungle,Male,1996-12-06T00:00:00,Japan,Japan,2021-03-29T08:07:59
100001576,Moon,Jiwon,Jiwon Moon,Neo,Jungle,Male,1998-01-23T00:00:00,Korea Republic,Korea Republic,2021-01-06T12:09:34
100001577,Shotaro,Ikeda,Shotaro Ikeda,Zerost,ADC,Male,1996-01-27T00:00:00,Japan,Japan,2021-01-05T22:00:10
100001578,Kotoji,Mugita,Kotoji Mugita,Ace,ADC,Male,,Japan,Japan,2021-06-11T10:10:20
100001579,Minato,Shinohara,Minato Shinohara,RayFarky,Top,Male,,Japan,Japan,2021-06-11T10:10:24
100001580,Jang,Se-yeong,Jang Se-yeong,Once,Jungle,Male,1998-07-31T00:00:00,Korea Republic,Korea Republic,2021-06-11T10:10:29
100001581,Akihiro,Hosogoe,Akihiro Hosogoe,Broooock,Mid,Male,1998-06-10T00:00:00,Japan,Japan,2021-01-06T12:09:40
100001582,Yuta,Noguchi,Yuta Noguchi,Yutorimoyashi,ADC,Male,1994-07-29T00:00:00,Japan,Japan,2021-05-12T08:11:50
100001583,Shu,Kojima,Shu Kojima,Lavrie,Top,Male,,Japan,Japan,2020-08-19T01:08:43
100001584,Keito,Gokan,Keito Gokan,Flaw,Jungle,Male,,Japan,Japan,2021-06-11T14:11:12
100001585,Yuhi,Nakanishi,Yuhi Nakanishi,Yuhi,ADC,Male,,Japan,Japan,2021-06-11T10:10:34
100001586,Ga-eul,Lee,Lee Ga-eul,Aria,Mid,Male,,Korea Republic,Korea Republic,2021-05-12T22:09:16
100001587,Shintaro,Kaneko,Shintaro Kaneko,Alchemy,Top,Male,,Japan,Japan,2021-05-12T22:09:22
100001588,Rosendo,Fuentes,Rosendo Fuentes,Send0o,Top,Male,1995-07-12T00:00:00,Spain,Spain,2020-12-29T10:11:00
100001589,Christian,Vendelbo Bylling Jensen,Christian Vendelbo,Taxer,Jungle,Male,1999-06-05T00:00:00,Denmark,Denmark,2021-04-16T22:59:21
100001590,Nihat Dzhelal,Aliev,Nihat Aliev,Innaxe,ADC,Male,1999-03-23T00:00:00,Bulgaria,Bulgaria,2021-04-05T00:11:59
100001591,Jesper Klarin,Strömberg,Jesper Strömberg,Jeskla,ADC,Male,2000-08-07T00:00:00,Sweden,Sweden,2021-04-04T16:10:36
100001592,Patryk,Piórkowski,Patryk Piórkowski,Mystiques,Support,Male,,Poland,Poland,2021-03-26T10:04:13
100001593,Jorge,Casanovas Moreno-Torres,Jorge Casanovas,Werlyb,Top,Male,1997-08-14T00:00:00,Spain,Spain,2020-08-24T19:42:19
100001594,Juš,Marušič,Juš Marušič,Crownshot,ADC,Male,1998-04-17T00:00:00,Slovenia,Slovenia,2021-03-29T14:02:52
100001595,Oskar,Boderek,Oskar Boderek,Selfmade,Jungle,Male,1999-12-15T00:00:00,Poland,Poland,2021-05-29T20:57:46
100001596,Gerrit,Stukemeier,Gerrit Stukemeier,Phrenic,Jungle,Male,1997-12-13T00:00:00,Germany,Germany,2020-08-18T23:42:32
100001597,Choi,Jun-Sik,Choi Jun-Sik,Pirean,Mid,Male,1998-04-09T00:00:00,Korea Republic,Korea Republic,2021-06-10T07:59:03
100001598,Tim,Willers,Tim Willers,Keduii,ADC,Male,2000-10-13T00:00:00,Germany,Germany,2021-04-14T09:16:49
100001599,Mads,Schwartz,Mads Schwartz,Doss,Support,Male,1999-03-19T00:00:00,Denmark,Denmark,2021-05-29T20:57:46
100001600,Junya,Matsuoka,Junya Matsuoka,ThintoN,Support,Male,1995-10-17T00:00:00,Japan,Japan,2020-08-18T23:42:38
100001601,Wataru,Shimizu,Wataru Shimizu,Day1,ADC,Male,1994-12-15T00:00:00,Japan,Japan,2021-01-06T12:09:45
100001602,Takahito,Ogawa,Takahito Ogawa,iSeNN,Jungle,Male,1994-07-05T00:00:00,Japan,Japan,2020-08-18T23:42:44
100001603,Takashi,Inoue,Takashi Inoue,Uinyan,Top,Male,,Japan,Japan,2021-06-11T08:04:01
100001604,Won,Jong-ha,Won Jong-ha,Smile,Jungle,Male,1997-04-08T00:00:00,Korea Republic,Korea Republic,2021-01-06T12:09:56
100001605,Takahiro,Iwata,Takahiro Iwata,Taka,Mid,Male,,Japan,Japan,2021-01-05T22:00:58
100001606,Kwang-ho,Song,Song Kwang-ho,OdduGi,ADC,Male,,Korea Republic,Korea Republic,2021-01-06T12:10:02
